account_id,performance_date,origination_date,months_on_book,vintage,original_balance,current_balance,scheduled_payment,interest_rate,original_term,remaining_term,delinquency_bucket,status,terminal_event,default_flag,recovery_amount,loss_amount,exposure_at_default,delinquency_state,lgd_realised,workout_months,collections_referral_flag,marketing_segment_code
115,2015-01-01,2011-04-01,45,2011,28444.0,28444.0,626.4917486776935,0.11565381320816633,60,15,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,969
116,2015-01-01,2014-06-01,7,2014,19299.0,19299.0,388.49805138777276,0.07694443445688079,60,53,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,617
117,2015-01-01,2014-04-01,9,2014,13469.0,13469.0,342.7771955120747,0.1810272480634579,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,240
130,2015-01-01,2014-01-01,12,2014,10067.0,10067.0,210.09971864399432,0.144920540382712,72,60,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,444
135,2015-01-01,2013-07-01,18,2013,16604.0,16604.0,420.94745529263975,0.09978316813968141,48,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,933
138,2015-01-01,2012-06-01,31,2012,5542.0,5542.0,179.88890387981837,0.1040826154385231,36,5,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,457
143,2015-01-01,2013-08-01,17,2013,15053.0,15053.0,373.218468980036,0.08807267538476167,48,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,264
150,2015-01-01,2013-11-01,14,2013,15935.0,15935.0,420.78433891435003,0.12147463365912352,48,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,222
151,2015-01-01,2011-03-01,46,2011,11483.0,11483.0,290.27211396312964,0.09824578727343106,48,2,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,369
155,2015-01-01,2009-04-01,69,2009,33991.0,33991.0,700.6321876957514,0.14012223305429392,72,3,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,720
168,2015-01-01,2011-05-01,44,2011,15530.0,15530.0,364.0276782194516,0.1433115162845691,60,16,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,232
183,2015-01-01,2011-06-01,43,2011,10896.0,10896.0,234.7429413245569,0.10600975659638329,60,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,488
186,2015-01-01,2011-05-01,44,2011,27597.0,27597.0,472.8069834283649,0.0717372715822282,72,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,759
191,2015-01-01,2012-07-01,30,2012,12585.0,12585.0,282.59310475442857,0.12415053881625392,60,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,437
197,2015-01-01,2012-11-01,26,2012,12230.0,12230.0,269.2440345384997,0.11544686499847748,60,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,363
198,2015-01-01,2013-11-01,14,2013,16101.0,16101.0,375.286564969784,0.1407716769973628,60,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,157
200,2015-01-01,2011-02-01,47,2011,59429.0,59429.0,1503.0915883707398,0.09853371768090957,48,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,693
205,2015-01-01,2014-12-01,1,2014,33901.0,33901.0,911.3895226942689,0.1311348104998942,48,47,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,296
209,2015-01-01,2013-04-01,21,2013,7039.0,7039.0,124.21151526151891,0.0823087890098207,72,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,583
217,2015-01-01,2013-08-01,17,2013,14048.0,14048.0,352.7389214772183,0.09471538649899514,48,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,712
219,2015-01-01,2014-06-01,7,2014,22595.0,22595.0,502.22936053142354,0.11966367187889584,60,53,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,555
222,2015-01-01,2011-06-01,43,2011,37047.0,37047.0,894.0533123102766,0.07401472347212709,48,5,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,302
223,2015-01-01,2014-05-01,8,2014,45191.0,45191.0,767.624423850567,0.06869107537420491,72,64,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,837
232,2015-01-01,2010-07-01,54,2010,13175.0,13175.0,226.6882343373573,0.07325917998280809,72,18,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,693
233,2015-01-01,2011-10-01,39,2011,8335.0,8335.0,173.28781009474827,0.09065953418522822,60,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,774
236,2015-01-01,2012-06-01,31,2012,8202.0,8202.0,200.6831393718212,0.0811637499546131,48,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,749
240,2015-01-01,2014-12-01,1,2014,30674.0,30674.0,775.0065672560597,0.09798474025299164,48,47,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,404
242,2015-01-01,2013-05-01,20,2013,34780.0,34780.0,844.2159123899968,0.07701456468265923,48,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,959
243,2015-01-01,2013-11-01,14,2013,24691.0,24691.0,491.7157226969521,0.0724031439626292,60,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,799
251,2015-01-01,2014-02-01,11,2014,27797.0,27797.0,578.0780549699471,0.09078385508059016,60,49,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,532
266,2015-01-01,2012-05-01,32,2012,11556.0,11556.0,231.74780762070492,0.1296251665302758,72,40,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,908
267,2015-01-01,2014-06-01,7,2014,10852.0,10852.0,206.0102634734729,0.10901412401015205,72,65,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,701
269,2015-01-01,2014-07-01,6,2014,6530.0,6530.0,219.60382892415754,0.12867129915940723,36,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,287
272,2015-01-01,2011-05-01,44,2011,16881.0,16881.0,333.5967032473186,0.12405430891503119,72,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,430
275,2015-01-01,2013-08-01,17,2013,19469.0,19469.0,455.51543447855886,0.058076913496352904,48,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,406
285,2015-01-01,2012-06-01,31,2012,43430.0,43430.0,880.309954750982,0.07985860966300733,60,29,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,336
289,2015-01-01,2010-08-01,53,2010,17420.0,17420.0,402.21333575105217,0.1365382288780356,60,7,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,518
290,2015-01-01,2012-06-01,31,2012,7630.0,7630.0,256.35491788088643,0.1280121693370689,36,5,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,299
294,2015-01-01,2013-11-01,14,2013,20473.0,20473.0,444.53541016401533,0.10941484178438379,60,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,620
298,2015-01-01,2014-04-01,9,2014,6606.0,6606.0,223.97093296712956,0.13435643593568072,36,27,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,480
299,2015-01-01,2012-03-01,34,2012,24346.0,24346.0,520.8732810789712,0.1545815790761879,72,38,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,883
320,2015-01-01,2011-05-01,44,2011,17992.0,17992.0,355.5999816662274,0.12410537017148361,72,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,778
326,2015-01-01,2013-06-01,19,2013,8290.0,8290.0,207.4631468823944,0.09295749439231657,48,29,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,291
344,2015-01-01,2012-05-01,32,2012,21341.0,21341.0,417.4239491519294,0.12018315503389482,72,40,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,457
347,2015-01-01,2010-03-01,58,2010,8101.0,8101.0,171.95611427270222,0.09958293745181035,60,2,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,415
348,2015-01-01,2014-04-01,9,2014,12268.0,12268.0,258.4904466018382,0.0963991157232304,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,869
361,2015-01-01,2014-11-01,2,2014,41234.0,41234.0,993.1543811271035,0.07300294050248324,48,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,556
362,2015-01-01,2010-08-01,53,2010,21344.0,21344.0,424.5681073772994,0.07191523237610918,60,7,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,893
372,2015-01-01,2012-09-01,28,2012,14917.0,14917.0,246.45390684721175,0.05891417828896831,72,44,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,202
373,2015-01-01,2011-01-01,48,2011,13872.0,13872.0,312.1585458458685,0.1250951611499777,60,12,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,149
380,2015-01-01,2010-02-01,59,2010,10435.0,10435.0,218.5303345515213,0.09377514559915226,60,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,270
382,2015-01-01,2014-08-01,5,2014,14498.0,14498.0,357.143898172181,0.084697230384896,48,43,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,327
383,2015-01-01,2011-04-01,45,2011,28768.0,28768.0,598.5400025709826,0.09097601759152509,60,15,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,935
384,2015-01-01,2012-12-01,25,2012,32989.0,32989.0,860.6262022126056,0.11498503147325505,48,23,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,140
385,2015-01-01,2014-03-01,10,2014,5342.0,5342.0,169.19379852180788,0.08726014209907673,36,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,506
387,2015-01-01,2011-10-01,39,2011,31832.0,31832.0,639.5988529263152,0.07615653482004153,60,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,419
396,2015-01-01,2010-06-01,55,2010,10087.0,10087.0,206.73171154815728,0.1379263367968102,72,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,686
412,2015-01-01,2013-03-01,22,2013,14136.0,14136.0,250.4212420295019,0.08371400417007518,72,50,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,233
414,2015-01-01,2014-10-01,3,2014,11477.0,11477.0,326.3728739311601,0.1618890876349981,48,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,985
416,2015-01-01,2013-01-01,24,2013,15722.0,15722.0,328.1583135656286,0.09234920690229843,60,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,919
428,2015-01-01,2010-02-01,59,2010,28711.0,28711.0,614.88575757579,0.10343353163967366,60,1,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,387
429,2015-01-01,2012-08-01,29,2012,7496.0,7496.0,126.28546482448547,0.06577906199717411,72,43,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,690
434,2015-01-01,2013-09-01,16,2013,21469.0,21469.0,547.3925766911982,0.10279210165712627,48,32,Current,Paid off,payoff,0,0.0,0.0,0.0,0,0.0,0.0,0,612
438,2015-01-01,2012-02-01,35,2012,12136.0,12136.0,234.08326829903095,0.11494539160267603,72,37,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,500
449,2015-01-01,2010-01-01,60,2010,14547.0,14547.0,302.37211294672477,0.09056679256014422,60,0,Current,Matured,matured,0,0.0,0.0,0.0,0,0.0,0.0,0,376
458,2015-01-01,2012-01-01,36,2012,31908.0,31908.0,727.0545521671581,0.130642258502495,60,24,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,136
461,2015-01-01,2012-05-01,32,2012,21337.0,21337.0,416.5962508709722,0.11950755332189368,72,40,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,107
463,2015-01-01,2012-02-01,35,2012,15072.0,15072.0,334.92626757601124,0.11955077279886436,60,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,190
465,2015-01-01,2013-08-01,17,2013,28335.0,28335.0,907.093643726925,0.09457714135740253,36,19,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,437
479,2015-01-01,2013-03-01,22,2013,21967.0,21967.0,442.65665199628995,0.0773746696891586,60,38,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,382
481,2015-01-01,2012-08-01,29,2012,24271.0,24271.0,557.8240573195812,0.1344816604813921,60,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,779
483,2015-01-01,2010-10-01,51,2010,51494.0,51494.0,905.8949432450454,0.08120717531678683,72,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,615
495,2015-01-01,2014-11-01,2,2014,18719.0,18719.0,329.47849077962036,0.08139200891780352,72,70,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,119
499,2015-01-01,2013-09-01,16,2013,7294.0,7294.0,230.99716943500914,0.08719785105880304,36,20,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,826
502,2015-01-01,2013-05-01,20,2013,19669.0,19669.0,649.8050821741363,0.11628212434223972,36,16,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,472
504,2015-01-01,2014-12-01,1,2014,30328.0,30328.0,589.2063041142895,0.06203996861280425,60,59,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,714
517,2015-01-01,2014-03-01,10,2014,10457.0,10457.0,246.03315840029282,0.1449961928832464,60,50,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,710
522,2015-01-01,2013-03-01,22,2013,4255.0,4255.0,84.47211190993497,0.1257870060273211,72,50,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,983
527,2015-01-01,2010-10-01,51,2010,11512.0,11512.0,219.6843413685129,0.1109558671306549,72,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,678
532,2015-01-01,2012-04-01,33,2012,25547.0,25547.0,450.0210729601931,0.08168067583090388,72,39,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,335
534,2015-01-01,2014-07-01,6,2014,9606.0,9606.0,306.4234827037392,0.09213466472137725,36,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,514
553,2015-01-01,2013-01-01,24,2013,19680.0,19680.0,480.67595964327387,0.16200263020343705,60,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,476
561,2015-01-01,2011-11-01,38,2011,12168.0,12168.0,220.67196202520353,0.09221034792271583,72,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,451
566,2015-01-01,2011-11-01,38,2011,25446.0,25446.0,469.0114762799253,0.09812925699116237,72,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,835
569,2015-01-01,2011-06-01,43,2011,32488.0,32488.0,823.0900193554382,0.09942964562436743,48,5,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,415
572,2015-01-01,2014-04-01,9,2014,10912.0,10912.0,219.99159427005821,0.1316353496982238,72,63,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,532
585,2015-01-01,2013-12-01,13,2013,6659.0,6659.0,135.42909586265583,0.08128092438333728,60,47,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,522
595,2015-01-01,2014-03-01,10,2014,3965.0,3965.0,125.09786702364191,0.08463298577469779,36,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,720
602,2015-01-01,2012-09-01,28,2012,9324.0,9324.0,158.73789478476488,0.06949268118822592,72,44,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,646
604,2015-01-01,2013-05-01,20,2013,24358.0,24358.0,482.6055125137631,0.07025048978045934,60,40,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,707
607,2015-01-01,2010-07-01,54,2010,13988.0,13988.0,273.2599609933508,0.06434137665636773,60,6,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,742
615,2015-01-01,2011-02-01,47,2011,13234.0,13234.0,261.8564603675958,0.12453156253641884,72,25,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,585
618,2015-01-01,2012-11-01,26,2012,5479.0,5479.0,117.8487667202737,0.10530826603557741,60,34,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,787
619,2015-01-01,2013-10-01,15,2013,8334.0,8334.0,224.56411381587566,0.1323752992873775,48,33,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,403
622,2015-01-01,2013-08-01,17,2013,28718.0,28718.0,680.926721399571,0.06490992730824606,48,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,651
626,2015-01-01,2013-07-01,18,2013,16072.0,16072.0,274.10883565682764,0.07012593834968528,72,54,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,718
630,2015-01-01,2012-05-01,32,2012,8094.0,8094.0,170.79154810306508,0.09702597769615805,60,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,217
635,2015-01-01,2013-06-01,19,2013,21905.0,21905.0,401.2525463327079,0.09586210681927967,72,53,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,175
636,2015-01-01,2014-11-01,2,2014,11266.0,11266.0,217.555818159666,0.0595273310390643,60,58,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,395
641,2015-01-01,2014-09-01,4,2014,41760.0,41760.0,1321.4217242460943,0.08663258176323971,36,32,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,962
648,2015-01-01,2012-11-01,26,2012,21331.0,21331.0,630.5042977927683,0.18349839900267423,48,22,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,927
649,2015-01-01,2014-05-01,8,2014,8417.0,8417.0,161.95946969719907,0.11404586193920525,72,64,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,302
656,2015-01-01,2010-12-01,49,2010,5435.0,5435.0,117.38268138403468,0.10708937747517261,60,11,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,700
668,2015-01-01,2012-04-01,33,2012,26829.0,26829.0,849.524766357105,0.08708894291035893,36,3,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,617
672,2015-01-01,2014-06-01,7,2014,31238.0,31238.0,689.3335699387566,0.11648334393324525,60,53,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,852
684,2015-01-01,2014-05-01,8,2014,32495.0,32495.0,745.8483602295679,0.13389019889715423,60,52,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,461
688,2015-01-01,2013-10-01,15,2013,9320.0,9320.0,185.65026084434038,0.07250410836629678,60,45,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,213
693,2015-01-01,2013-10-01,15,2013,28430.0,28430.0,895.5985873410905,0.08358225590525502,36,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,866
694,2015-01-01,2011-08-01,41,2011,54028.0,54028.0,1384.2857717578145,0.10537795171510357,48,7,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,144
697,2015-01-01,2012-11-01,26,2012,25000.0,25000.0,824.4401106931732,0.1150335995518975,36,10,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,286
699,2015-01-01,2014-11-01,2,2014,5637.0,5637.0,136.32384312337717,0.07510404676743959,48,46,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,178
701,2015-01-01,2012-08-01,29,2012,28731.0,28731.0,604.4623579984975,0.09575305566158003,60,31,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,123
721,2015-01-01,2014-05-01,8,2014,7245.0,7245.0,147.28365602849578,0.13481272064509195,72,64,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,480
737,2015-01-01,2014-07-01,6,2014,17221.0,17221.0,455.9876976022536,0.12294337674190078,48,42,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,618
740,2015-01-01,2010-03-01,58,2010,12882.0,12882.0,262.08961075403704,0.08144067768295046,60,2,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,772
745,2015-01-01,2012-10-01,27,2012,17438.0,17438.0,543.2350614498276,0.07600448859796577,36,9,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,624
748,2015-01-01,2009-03-01,70,2009,11373.0,11373.0,207.61688674113321,0.09461117324788429,72,2,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,267
760,2015-01-01,2013-07-01,18,2013,22320.0,22320.0,551.7742739565649,0.16755072626372708,60,42,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,956
764,2015-01-01,2013-12-01,13,2013,27825.0,27825.0,641.9188888946271,0.13616407885187745,60,47,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,676
765,2015-01-01,2011-12-01,37,2011,6557.0,6557.0,113.68382543756013,0.07598358749156887,72,35,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,817
772,2015-01-01,2013-09-01,16,2013,8238.0,8238.0,195.72586008950796,0.06595242375738924,48,32,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,326
775,2015-01-01,2014-04-01,9,2014,7567.0,7567.0,180.27092089449678,0.0673459238558966,48,39,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,888
776,2015-01-01,2011-11-01,38,2011,18542.0,18542.0,506.79859712319,0.14011940655659214,48,10,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,429
778,2015-01-01,2013-11-01,14,2013,13915.0,13915.0,366.83697200081167,0.12058769785214328,48,34,Current,Paid off,payoff,0,0.0,0.0,0.0,0,0.0,0.0,0,282
782,2015-01-01,2013-05-01,20,2013,8476.0,8476.0,199.48501176994915,0.06109526522981305,48,28,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,770
784,2015-01-01,2014-12-01,1,2014,5004.0,5004.0,115.67633979721191,0.13707283631582912,60,59,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,972
794,2015-01-01,2012-10-01,27,2012,8113.0,8113.0,229.20955702004588,0.15827736496884964,48,21,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,771
802,2015-01-01,2013-11-01,14,2013,11140.0,11140.0,219.32022227191908,0.12263772667927277,72,58,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,274
805,2015-01-01,2011-03-01,46,2011,5935.0,5935.0,122.5392215313925,0.08769940227337202,60,14,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,573
809,2015-01-01,2012-05-01,32,2012,6517.0,6517.0,172.07161330351923,0.12141777350087073,48,16,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,329
814,2015-01-01,2013-04-01,21,2013,12074.0,12074.0,300.1470214087391,0.08945042577062316,48,27,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,433
823,2015-01-01,2012-01-01,36,2012,8459.0,8459.0,268.82915241072965,0.08958135758078009,36,0,Current,Matured,matured,0,0.0,0.0,0.0,0,0.0,0.0,0,519
826,2015-01-01,2012-10-01,27,2012,13538.0,13538.0,468.25796133333546,0.1484283767328738,36,9,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,442
835,2015-01-01,2014-09-01,4,2014,14081.0,14081.0,455.5572405588651,0.10181824013399547,36,32,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,368
844,2015-01-01,2013-01-01,24,2013,14679.0,14679.0,291.0157240589542,0.0705108606098927,60,36,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,174
845,2015-01-01,2014-07-01,6,2014,17794.0,17794.0,580.8545702639926,0.10798301173942586,36,30,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,322
864,2015-01-01,2011-06-01,43,2011,12903.0,12903.0,255.42319625520096,0.06988226244332542,60,17,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,156
871,2015-01-01,2011-06-01,43,2011,15276.0,15276.0,274.7109300394319,0.08914579918230765,72,29,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,124
876,2015-01-01,2014-04-01,9,2014,16240.0,16240.0,327.0455642410504,0.07710806001465824,60,51,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,604
878,2015-01-01,2010-12-01,49,2010,18632.0,18632.0,378.3760268759641,0.08065714659239209,60,11,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,886
881,2015-01-01,2010-07-01,54,2010,11055.0,11055.0,220.58394398521207,0.07321679813833513,60,6,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,507
886,2015-01-01,2010-05-01,56,2010,4718.0,4718.0,101.01903028823762,0.10333292643930979,60,4,30 DPD,Delinquent,none,0,0.0,0.0,0.0,1,0.0,0.0,0,374
893,2015-01-01,2012-03-01,34,2012,9074.0,9074.0,193.9791653951347,0.1026459503852544,60,26,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,508
905,2015-01-01,2014-10-01,3,2014,50145.0,50145.0,984.1018795080988,0.06625795937981091,60,57,Current,Current,none,0,0.0,0.0,0.0,0,0.0,0.0,0,904
