account_id,performance_date,origination_date,months_on_book,vintage,original_balance,current_balance,scheduled_payment,interest_rate,original_term,remaining_term,delinquency_bucket,status,terminal_event,default_flag,recovery_amount,loss_amount,exposure_at_default,drawn_amount,committed_amount_t,delinquency_state,noi_current,dscr_reported,current_ltv,committed_amount,undrawn_amount,utilisation,lgd_realised,workout_months,watchlist_transfer_flag,appraiser_panel_code
120,2008-01-01,2001-12-01,73,2001,21765546.0,2.1765546e+07,227375.99214562326,0.04671276099833946,120,47,Current,Current,none,0,0.0,0.0,0.0,2.1765546e+07,2.1765546e+07,0,3.4456408e+06,1.6991351,54.093067,21765546.0,0.0,1.0,0.0,0.0,0,853
130,2008-01-01,2003-02-01,59,2003,2684424.0687362906,2.684424e+06,38057.30757802902,0.05091800342582217,84,25,Current,Current,none,0,0.0,0.0,0.0,2.684424e+06,3.877032e+06,0,943128.8,1.9575651,43.45449,3877032.0,1192608.0,0.6923914994769195,0.0,0.0,0,642
142,2008-01-01,2007-03-01,10,2007,6391480.0,6.39148e+06,128888.95024716119,0.07768417645554042,60,50,Current,Current,none,0,0.0,0.0,0.0,6.39148e+06,6.39148e+06,0,1.0084343e+06,1.3714635,78.35817,6391480.0,0.0,1.0,0.0,0.0,0,374
144,2008-01-01,2005-11-01,26,2005,17748145.0,1.7748144e+07,189818.41177028988,0.05180733880698917,120,94,Current,Current,none,0,0.0,0.0,0.0,1.7748144e+07,1.7748144e+07,0,2.1733995e+06,2.0639143,46.318726,17748145.0,1.0,0.9999999436560835,0.0,0.0,0,507
145,2008-01-01,2006-10-01,15,2006,8420328.995674556,8.420329e+06,156678.6525362713,0.044211553457983936,60,45,Current,Current,none,0,0.0,0.0,0.0,8.420329e+06,9.586124e+06,0,508153.6,1.9858388,55.908268,9586124.0,1165795.0,0.8783872397227492,0.0,0.0,0,292
147,2008-01-01,2007-01-01,12,2007,14026202.0,1.4026202e+07,154348.0638690711,0.05804775189696843,120,108,Current,Current,none,0,0.0,0.0,0.0,1.4026202e+07,1.4026202e+07,0,1.4604859e+06,2.5866406,49.78036,14026202.0,0.0,1.0,0.0,0.0,0,357
149,2008-01-01,2003-07-01,54,2003,5570941.17030183,5.570941e+06,109839.33130244758,0.06820195943358605,60,6,Current,Current,none,0,0.0,0.0,0.0,5.570941e+06,1.1981541e+07,0,1.8647531e+06,1.7738283,49.83764,11981541.0,6410600.0,0.4649603085279264,0.0,0.0,0,641
150,2008-01-01,2003-04-01,57,2003,3363239.0,3.363239e+06,66684.93473957064,0.07055921869021542,60,3,Current,Current,none,0,0.0,0.0,0.0,3.363239e+06,3.363239e+06,0,828945.94,1.4139469,57.693817,3363239.0,0.0,1.0,0.0,0.0,0,737
161,2008-01-01,2005-12-01,25,2005,29520466.0,2.9520466e+07,568267.8341036155,0.058216107704723685,60,35,Current,Current,none,0,0.0,0.0,0.0,2.9520466e+07,2.9520466e+07,0,9.247114e+06,1.6634961,53.765728,29520466.0,0.0,1.0,0.0,0.0,0,412
162,2008-01-01,2004-03-01,46,2004,40668000.0,4.0668e+07,740015.5218917652,0.03510631281903247,60,14,Current,Current,none,0,0.0,0.0,0.0,4.0668e+07,4.0668e+07,0,1.9615666e+06,2.74395,46.07322,40668000.0,0.0,1.0,0.0,0.0,0,357
164,2008-01-01,2004-05-01,44,2004,6502068.10021664,6.502068e+06,123972.01231623066,0.054249721174078676,60,16,Current,Current,none,0,0.0,0.0,0.0,6.502068e+06,1.0541792e+07,0,1.9885285e+06,1.3861477,38.70805,10541792.0,4039724.0,0.616789631212606,0.0,0.0,0,183
165,2008-01-01,2001-11-01,74,2001,8922804.0,8.922804e+06,99680.98489679875,0.06138018517696313,120,46,Current,Current,none,0,0.0,0.0,0.0,8.922804e+06,8.922804e+06,0,7.73547e+06,2.0505924,54.42041,8922804.0,0.0,1.0,0.0,0.0,0,615
168,2008-01-01,2005-11-01,26,2005,6582638.0,6.582638e+06,93376.58127066876,0.051092116392615614,84,58,Current,Current,none,0,0.0,0.0,0.0,6.582638e+06,6.582638e+06,0,2.7362652e+06,1.7207973,36.82584,6582638.0,0.0,1.0,0.0,0.0,0,944
181,2008-01-01,2005-09-01,28,2005,60100147.0,6.0100148e+07,1133487.0239054703,0.049754120752947,60,32,Current,Current,none,0,0.0,0.0,0.0,6.0100148e+07,6.0100148e+07,0,3.684493e+06,1.4447353,54.91142,60100147.0,0.0,1.0,0.0,0.0,0,612
185,2008-01-01,2002-11-01,62,2002,12538919.978482625,1.253892e+07,175035.93925664283,0.04627223752360329,84,22,Current,Current,none,0,0.0,0.0,0.0,1.253892e+07,1.6366968e+07,0,4.6518585e+06,2.628297,38.217037,16366968.0,3828048.0,0.76611135306185,0.0,0.0,0,465
189,2008-01-01,2007-11-01,2,2007,6204550.0,6.20455e+06,92001.28573595667,0.06455775124886597,84,82,Current,Current,none,0,0.0,0.0,0.0,6.20455e+06,6.20455e+06,0,1.4219868e+06,1.4989996,65.00343,6204550.0,0.0,1.0,0.0,0.0,0,788
193,2008-01-01,2006-05-01,20,2006,81092428.0,8.109243e+07,1588228.6083312363,0.06541114521394001,60,40,Current,Current,none,0,0.0,0.0,0.0,8.109243e+07,8.109243e+07,0,6.301265e+06,1.8461199,61.763885,81092428.0,0.0,1.0,0.0,0.0,0,588
218,2008-01-01,2001-01-01,84,2001,6815765.521028234,6.8157655e+06,103378.98821560066,0.07153089512285231,84,0,Current,Matured,matured,0,0.0,0.0,0.0,6.8157655e+06,1.5880398e+07,0,1.3205514e+06,0.9527643,52.620033,15880398.0,9064632.5,0.4291936197065086,0.0,0.0,0,951
221,2008-01-01,2005-09-01,28,2005,8616665.0,8.616665e+06,120488.52180825674,0.046782038527985084,84,56,Current,Current,none,0,0.0,0.0,0.0,8.616665e+06,8.616665e+06,0,2.0980458e+06,3.3450837,38.953556,8616665.0,0.0,1.0,0.0,0.0,0,785
232,2008-01-01,2005-12-01,25,2005,18775412.0,1.8775412e+07,362679.64264905074,0.0596543683085371,60,35,Current,Current,none,0,0.0,0.0,0.0,1.8775412e+07,1.8775412e+07,0,5.7090695e+06,2.0315833,40.42659,18775412.0,0.0,1.0,0.0,0.0,0,830
235,2008-01-01,2004-02-01,47,2004,3320788.082751515,3.320788e+06,51413.13705917021,0.07790834370887903,84,37,Current,Current,none,0,0.0,0.0,0.0,3.320788e+06,3.613213e+06,0,2.023703e+06,1.1865665,58.430332,3613213.0,292425.0,0.9190678767069641,0.0,0.0,0,862
237,2008-01-01,2007-08-01,5,2007,11879850.0,1.187985e+07,129748.29589297224,0.05639159532968897,120,115,Current,Current,none,0,0.0,0.0,0.0,1.187985e+07,1.187985e+07,0,1.6000834e+06,1.8283681,65.27375,11879850.0,0.0,1.0,0.0,0.0,1,127
239,2008-01-01,2005-04-01,33,2005,5433912.0,5.433912e+06,106127.3846032983,0.0642399524502545,60,27,Current,Current,none,0,0.0,0.0,0.0,5.433912e+06,5.433912e+06,0,1.1199988e+06,1.909836,41.081272,5433912.0,0.0,1.0,0.0,0.0,0,175
240,2008-01-01,2007-01-01,12,2007,9166912.0,9.166912e+06,135133.8865333102,0.06276529402652398,84,72,Current,Current,none,0,0.0,0.0,0.0,9.166912e+06,9.166912e+06,0,2.2656445e+06,1.5433812,60.3369,9166912.0,0.0,1.0,0.0,0.0,0,758
246,2008-01-01,2001-10-01,75,2001,23453433.0,2.3453432e+07,334290.20193057525,0.052535592364436196,84,9,Current,Current,none,0,0.0,0.0,0.0,2.3453432e+07,2.3453432e+07,0,2.943489e+06,1.9935775,40.835766,23453433.0,1.0,0.9999999573623187,0.0,0.0,0,689
247,2008-01-01,2004-08-01,41,2004,27886176.0,2.7886176e+07,407782.50463309186,0.06030344490491778,84,43,Current,Current,none,0,0.0,0.0,0.0,2.7886176e+07,2.7886176e+07,0,9.204157e+06,2.3628576,38.70805,27886176.0,0.0,1.0,0.0,0.0,0,350
250,2008-01-01,2001-05-01,80,2001,38044178.0,3.8044176e+07,420069.38892762474,0.05879472800895144,120,40,Current,Current,none,0,0.0,0.0,0.0,3.8044176e+07,3.8044176e+07,0,3.2784578e+06,2.2272694,57.693817,38044178.0,2.0,0.9999999474295383,0.0,0.0,0,611
252,2008-01-01,2006-12-01,13,2006,36937658.70048675,3.693766e+07,513612.90193487646,0.045100972692270244,84,71,Current,Current,none,0,0.0,0.0,0.0,3.693766e+07,7.419004e+07,0,8.760176e+06,2.242883,38.673397,74190041.0,37252381.0,0.49787895386120623,0.0,0.0,0,846
258,2008-01-01,2004-07-01,42,2004,39850096.31566987,3.9850096e+07,762545.3087275588,0.05574015513883631,60,18,Current,Current,none,0,0.0,0.0,0.0,3.9850096e+07,4.6282696e+07,0,2.9913348e+06,1.4423707,60.803555,46282694.0,6432598.0,0.8610150480868723,0.0,0.0,0,116
264,2008-01-01,1999-07-01,102,1999,8463048.0,8.463048e+06,90322.49524445948,0.05134819616766108,120,18,Current,Current,none,0,0.0,0.0,0.0,8.463048e+06,8.463048e+06,0,953171.2,1.9073,46.646065,8463048.0,0.0,1.0,0.0,0.0,0,477
267,2008-01-01,2006-09-01,16,2006,44965961.0,4.496596e+07,868912.0551060287,0.059805820372983244,60,44,Current,Current,none,0,0.0,0.0,0.0,4.496596e+07,4.496596e+07,0,3.2225812e+06,1.2952664,64.76674,44965961.0,1.0,0.9999999777609556,0.0,0.0,0,413
272,2008-01-01,2006-04-01,21,2006,12164695.0,1.2164695e+07,126125.63026931703,0.04508980413474181,120,99,Current,Current,none,0,0.0,0.0,0.0,1.2164695e+07,1.2164695e+07,0,1.3838872e+06,1.8390561,59.313446,12164695.0,0.0,1.0,0.0,0.0,0,482
273,2008-01-01,2002-03-01,70,2002,5810936.0,5.810936e+06,64163.72258939174,0.058800127140721636,120,50,Current,Current,none,0,0.0,0.0,0.0,5.810936e+06,5.810936e+06,0,1.3039118e+06,1.8679415,36.4985,5810936.0,0.0,1.0,0.0,0.0,0,143
278,2008-01-01,2003-09-01,52,2003,5867399.0,5.867399e+06,81957.05589284675,0.04646086717271185,84,32,Current,Current,none,0,0.0,0.0,0.0,5.867399e+06,5.867399e+06,0,1.5300196e+06,1.6607318,43.945503,5867399.0,0.0,1.0,0.0,0.0,0,448
279,2008-01-01,2005-04-01,33,2005,27113600.0,2.71136e+07,511447.0620127265,0.049822855519573064,60,27,Current,Current,none,0,0.0,0.0,0.0,2.71136e+07,2.71136e+07,0,6.252699e+06,1.8638352,42.390633,27113600.0,0.0,1.0,0.0,0.0,0,954
280,2008-01-01,2003-06-01,55,2003,14797231.0,1.4797231e+07,284352.77856879315,0.05749682035558326,60,5,Current,Current,none,0,0.0,0.0,0.0,1.4797231e+07,1.4797231e+07,0,1.8538646e+06,1.643599,29.215166,14797231.0,0.0,1.0,0.0,0.0,0,467
286,2008-01-01,2004-02-01,47,2004,78253321.0,7.825332e+07,1508002.9299320162,0.058664966990607616,60,13,Current,Current,none,0,0.0,0.0,0.0,7.825332e+07,7.825332e+07,0,2.5725318e+06,1.8425809,52.210857,78253321.0,1.0,0.9999999872209896,0.0,0.0,0,145
294,2008-01-01,2007-12-01,1,2007,2962845.0,2.962845e+06,58924.77477333305,0.07183531039862266,60,59,Current,Current,none,0,0.0,0.0,0.0,2.962845e+06,2.962845e+06,0,1.0713196e+06,0.81651545,62.49202,2962845.0,0.0,1.0,0.0,0.0,0,163
297,2008-01-01,1998-04-01,117,1998,9810914.0,9.810914e+06,106236.96425955808,0.05451167930478918,120,3,Current,Current,none,0,0.0,0.0,0.0,9.810914e+06,9.810914e+06,0,1.3277446e+06,1.8218074,39.5264,9810914.0,0.0,1.0,0.0,0.0,0,405
302,2008-01-01,2003-09-01,52,2003,16148880.0,1.614888e+07,320267.23303594795,0.07065600890440707,60,8,Current,Current,none,0,0.0,0.0,0.0,1.614888e+07,1.614888e+07,0,3.6553605e+06,1.7510314,44.02734,16148880.0,0.0,1.0,0.0,0.0,0,390
303,2008-01-01,2007-03-01,10,2007,15108307.0,1.5108307e+07,168379.30694921315,0.06085065703824183,120,110,Current,Current,none,0,0.0,0.0,0.0,1.5108307e+07,1.5108307e+07,0,8.759835e+06,1.5682845,69.36111,15108307.0,0.0,1.0,0.0,0.0,0,982
305,2008-01-01,2007-04-01,9,2007,6678508.0,6.678508e+06,129293.73385785289,0.0605776610831345,60,51,Current,Current,none,0,0.0,0.0,0.0,6.678508e+06,6.678508e+06,0,2.100208e+06,1.9123431,53.557518,6678508.0,0.0,1.0,0.0,0.0,0,497
306,2008-01-01,2005-07-01,30,2005,4242151.0,4.242151e+06,61361.60405572274,0.05699109984458577,84,54,Current,Current,none,0,0.0,0.0,0.0,4.242151e+06,4.242151e+06,0,1.448562e+06,2.0258417,41.490448,4242151.0,0.0,1.0,0.0,0.0,0,749
314,2008-01-01,2007-05-01,8,2007,6540377.0,6.540377e+06,124014.64676743912,0.051964997837306674,60,52,Current,Current,none,0,0.0,0.0,0.0,6.540377e+06,6.540377e+06,0,883286.75,1.1984243,80.109566,6540377.0,0.0,1.0,0.0,0.0,0,854
315,2008-01-01,2000-08-01,89,2000,11585873.0,1.1585873e+07,126876.45733095908,0.05697924066259044,120,31,Current,Current,none,0,0.0,0.0,0.0,1.1585873e+07,1.1585873e+07,0,1.7931986e+06,2.1043622,55.156925,11585873.0,0.0,1.0,0.0,0.0,0,214
317,2008-01-01,2007-06-01,7,2007,8055996.62075004,8.0559965e+06,161413.00189668775,0.07496696980635319,60,53,Current,Current,none,0,0.0,0.0,0.0,8.0559965e+06,1.6758344e+07,0,2.6140185e+06,1.8451517,75.56463,16758344.0,8702347.5,0.4807155468344605,0.0,0.0,0,622
320,2008-01-01,2007-12-01,1,2007,89561663.0,8.956166e+07,1695317.0572857899,0.05126074581847176,60,59,Current,Current,none,0,0.0,0.0,0.0,8.956166e+07,8.956166e+07,0,8.3195355e+06,1.5090863,76.146576,89561663.0,0.0,1.0,0.0,0.0,0,586
326,2008-01-01,2007-03-01,10,2007,5195506.403093719,5.1955065e+06,101828.63000865885,0.06570880636439548,60,50,Current,Current,none,0,0.0,0.0,0.0,5.1955065e+06,7.484463e+06,0,981536.0,1.162175,75.63813,7484463.0,2288956.5,0.6941722472273562,0.0,0.0,0,552
338,2008-01-01,2007-11-01,2,2007,28277056.0,2.8277056e+07,529578.692084173,0.04687090283667996,60,58,Current,Current,none,0,0.0,0.0,0.0,2.8277056e+07,2.8277056e+07,0,2.2599335e+06,1.6797913,69.85595,28277056.0,0.0,1.0,0.0,0.0,0,805
339,2008-01-01,2005-03-01,34,2005,18898596.0,1.8898596e+07,363535.72305462504,0.05791765625633272,60,26,Current,Current,none,0,0.0,0.0,0.0,1.8898596e+07,1.8898596e+07,0,3.08886e+06,2.4257445,46.7279,18898596.0,0.0,1.0,0.0,0.0,0,231
342,2008-01-01,2007-06-01,7,2007,13910808.510227893,1.3910809e+07,199322.84781993806,0.05412677368795397,84,77,Current,Current,none,0,0.0,0.0,0.0,1.3910809e+07,1.6100332e+07,0,1.3962394e+06,1.1496645,70.98818,16100332.0,2189523.0,0.8640075869242945,0.0,0.0,0,835
344,2008-01-01,1999-02-01,107,1999,4974687.0,4.974687e+06,56886.20038344506,0.06657565092076917,120,13,Current,Current,none,0,0.0,0.0,0.0,4.974687e+06,4.974687e+06,0,868072.4,2.582623,39.853745,4974687.0,0.0,1.0,0.0,0.0,0,164
345,2008-01-01,2007-09-01,4,2007,9166694.432639742,9.166694e+06,176682.96134715254,0.058743859583229606,60,56,Current,Current,none,0,0.0,0.0,0.0,9.166694e+06,1.0706029e+07,0,1.3044061e+06,1.3751687,66.73293,10706029.0,1539335.0,0.8562179310368018,0.0,0.0,0,546
352,2008-01-01,2004-04-01,45,2004,59961629.0,5.9961628e+07,717900.9576270953,0.0769590408752801,120,75,Current,Current,none,0,0.0,0.0,0.0,5.9961628e+07,5.9961628e+07,0,5.543574e+06,1.9973155,63.667786,59961629.0,1.0,0.9999999833226679,0.0,0.0,0,265
353,2008-01-01,2005-11-01,26,2005,22011568.0,2.2011568e+07,427331.60875812534,0.061743070839161016,60,34,Current,Current,none,0,0.0,0.0,0.0,2.2011568e+07,2.2011568e+07,0,2.9655322e+06,1.6905485,47.464417,22011568.0,0.0,1.0,0.0,0.0,0,763
358,2008-01-01,2006-12-01,13,2006,13314477.0,1.3314477e+07,248115.29148163556,0.04482363882808354,60,47,Current,Current,none,0,0.0,0.0,0.0,1.3314477e+07,1.3314477e+07,0,1.3780948e+06,2.1670835,62.100555,13314477.0,0.0,1.0,0.0,0.0,0,222
362,2008-01-01,2001-12-01,73,2001,27043385.0,2.7043384e+07,395406.612037464,0.06026361184222359,84,11,Current,Current,none,0,0.0,0.0,0.0,2.7043384e+07,2.7043384e+07,0,4.1589138e+06,1.7581842,47.38258,27043385.0,1.0,0.9999999630223805,0.0,0.0,0,752
368,2008-01-01,2002-01-01,72,2002,11439109.0,1.1439109e+07,173032.81674287803,0.07068983294563332,84,12,Current,Current,none,0,0.0,0.0,0.0,1.1439109e+07,1.1439109e+07,0,1.9504018e+06,2.2869484,41.163105,11439109.0,0.0,1.0,0.0,0.0,0,364
376,2008-01-01,2006-10-01,15,2006,9258892.198018776,9.258892e+06,180839.77066584225,0.06425923281290377,60,45,Current,Current,none,0,0.0,0.0,0.0,9.258892e+06,2.0997204e+07,0,930669.7,1.6798413,63.908455,20997205.0,11738313.0,0.44095830849867873,0.0,0.0,0,797
377,2008-01-01,2004-07-01,42,2004,13384993.0,1.3384993e+07,259054.4843796144,0.06045787635302999,60,18,Current,Current,none,0,0.0,0.0,0.0,1.3384993e+07,1.3384993e+07,0,2.924349e+06,1.5225226,57.857487,13384993.0,0.0,1.0,0.0,0.0,0,436
378,2008-01-01,2003-12-01,49,2003,7912518.528724914,7.9125185e+06,145686.6171439742,0.03990350025941506,60,11,Current,Current,none,0,0.0,0.0,0.0,7.9125185e+06,1.2873954e+07,0,5.5160575e+06,3.1768575,30.19719,12873954.0,4961435.5,0.6146144766401993,0.0,0.0,0,471
386,2008-01-01,2007-08-01,5,2007,28681632.0,2.8681632e+07,336672.5198032062,0.07246448750666863,120,115,Current,Current,none,0,0.0,0.0,0.0,2.8681632e+07,2.8681632e+07,0,6.3922365e+06,1.8286548,63.28306,28681632.0,0.0,1.0,0.0,0.0,0,225
393,2008-01-01,2002-02-01,71,2002,6318656.0,6.318656e+06,85418.57665301423,0.036722889202806114,84,13,Current,Current,none,0,0.0,0.0,0.0,6.318656e+06,6.318656e+06,0,3.2806898e+06,1.9502352,42.96348,6318656.0,0.0,1.0,0.0,0.0,0,962
395,2008-01-01,2005-02-01,35,2005,5910412.0,5.910412e+06,109300.5923331013,0.04169006795562216,60,25,Current,Current,none,0,0.0,0.0,0.0,5.910412e+06,5.910412e+06,0,1.0112112e+06,1.8786387,35.92565,5910412.0,0.0,1.0,0.0,0.0,0,842
398,2008-01-01,2004-05-01,44,2004,24651425.0,2.4651424e+07,493490.4677186557,0.07459565961071772,60,16,Current,Current,none,0,0.0,0.0,0.0,2.4651424e+07,2.4651424e+07,0,1.7646041e+06,2.576417,54.338573,24651425.0,1.0,0.9999999594343938,0.0,0.0,0,259
410,2008-01-01,2006-09-01,16,2006,8324619.0,8.324619e+06,161126.239580424,0.06048559366938294,60,44,Current,Current,none,0,0.0,0.0,0.0,8.324619e+06,8.324619e+06,0,1.3689601e+06,2.101503,64.48757,8324619.0,0.0,1.0,0.0,0.0,0,499
412,2008-01-01,2008-01-01,0,2008,61709506.0,6.1709504e+07,649659.1550396902,0.04838320623197667,120,120,Current,Current,none,0,0.0,0.0,0.0,6.1709504e+07,6.1709504e+07,0,1.032333e+07,1.4724962,63.8,61709506.0,2.0,0.9999999675900825,0.0,0.0,0,157
414,2008-01-01,2005-05-01,32,2005,14023129.0,1.4023129e+07,164945.9088201722,0.07292999419679358,120,88,Current,Current,none,0,0.0,0.0,0.0,1.4023129e+07,1.4023129e+07,0,1.9024244e+06,1.406605,53.356552,14023129.0,0.0,1.0,0.0,0.0,0,651
419,2008-01-01,2007-03-01,10,2007,3307609.0,3.307609e+06,65215.03517260771,0.06820606915268208,60,50,Current,Current,none,0,0.0,0.0,0.0,3.307609e+06,3.307609e+06,0,939868.75,1.8322366,67.26877,3307609.0,0.0,1.0,0.0,0.0,0,216
424,2008-01-01,2003-12-01,49,2003,2663607.119668034,2.663607e+06,49362.10167147788,0.04255506889270834,60,11,Current,Current,none,0,0.0,0.0,0.0,2.663607e+06,5.028628e+06,0,2.6915402e+06,2.7284539,56.548122,5028628.0,2365021.0,0.5296886148667191,0.0,0.0,0,906
438,2008-01-01,2001-12-01,73,2001,21592790.0,2.159279e+07,248717.79925037723,0.06820520292895253,120,47,Current,Current,none,0,0.0,0.0,0.0,2.159279e+07,2.159279e+07,0,3.2045895e+06,2.064389,55.647938,21592790.0,0.0,1.0,0.0,0.0,0,895
449,2008-01-01,2001-08-01,77,2001,21038741.870773654,2.1038742e+07,227692.33067027284,0.05439200357125803,120,43,Current,Current,none,0,0.0,0.0,0.0,2.1038742e+07,2.8520912e+07,0,8.546815e+06,1.5759813,47.873592,28520912.0,7482170.0,0.737660212268107,0.0,0.0,0,568
465,2008-01-01,2001-09-01,76,2001,11958917.0,1.1958917e+07,175146.09820219874,0.06077317955174089,84,8,Current,Current,none,0,0.0,0.0,0.0,1.1958917e+07,1.1958917e+07,0,1.446216e+06,1.2066541,43.045315,11958917.0,0.0,1.0,0.0,0.0,0,320
468,2008-01-01,2006-12-01,13,2006,27409569.0,2.7409568e+07,389632.8415311527,0.05172725451344445,84,71,Current,Current,none,0,0.0,0.0,0.0,2.7409568e+07,2.7409568e+07,0,4.774001e+06,1.5163302,56.987484,27409569.0,1.0,0.999999963516391,0.0,0.0,0,994
473,2008-01-01,2003-11-01,50,2003,5447186.0,5.447186e+06,59617.61257591593,0.0568527584339761,120,70,Current,Current,none,0,0.0,0.0,0.0,5.447186e+06,5.447186e+06,0,1.5651575e+06,2.5908673,44.109173,5447186.0,0.0,1.0,0.0,0.0,0,142
476,2008-01-01,2007-12-01,1,2007,19258590.0,1.925859e+07,371761.9403888444,0.05937373998879856,60,59,Current,Current,none,0,0.0,0.0,0.0,1.925859e+07,1.925859e+07,0,1.7863118e+06,2.5094042,65.48207,19258590.0,0.0,1.0,0.0,0.0,0,956
