account_id,performance_date,origination_date,months_on_book,vintage,original_balance,current_balance,scheduled_payment,interest_rate,original_term,remaining_term,delinquency_bucket,status,terminal_event,default_flag,recovery_amount,loss_amount,exposure_at_default,delinquency_state,current_ltv,property_value_current,cltv,lgd_realised,workout_months,foreclosure_referral_flag,appraisal_vendor_code
90,2015-01-01,2009-05-01,68,2009,173985.0,173985.0,688.7914804286872,0.02514809420456309,360,292,Current,Current,none,0,0.0,0.0,0.0,0,80.39808,216404.42,83.39808,0.0,0.0,0,354
91,2015-01-01,2000-07-01,174,2000,727443.0,727443.0,3268.786039715954,0.03505519990156217,360,186,Current,Paid off,payoff,0,0.0,0.0,0.0,0,51.071148,1.4243718e+06,51.371147,0.0,0.0,0,290
93,2015-01-01,2012-06-01,31,2012,92846.0,92846.0,560.0503145499079,0.060567428784237556,360,329,Current,Current,none,0,0.0,0.0,0.0,0,72.857376,127435.27,73.75738,0.0,0.0,0,828
94,2015-01-01,2013-05-01,20,2013,226356.0,226356.0,1320.4484236703358,0.05746496451124537,360,340,Current,Current,none,0,0.0,0.0,0.0,0,80.52014,281117.25,80.62014,0.0,0.0,0,561
95,2015-01-01,2010-11-01,50,2010,303244.0,303244.0,1417.5752520411252,0.03826552422728742,360,310,Current,Paid off,payoff,0,0.0,0.0,0.0,0,46.83591,647460.44,51.435913,0.0,0.0,0,713
96,2015-01-01,2008-08-01,77,2008,136555.0,136555.0,583.8512746976135,0.03109960647938119,360,283,Current,Current,none,0,0.0,0.0,0.0,0,91.21448,149707.6,91.51448,0.0,0.0,0,596
100,2015-01-01,2000-07-01,174,2000,246206.0,246206.0,1772.9456894123316,0.0360614851711058,180,6,Current,Current,none,0,0.0,0.0,0.0,0,36.125046,681538.25,36.825047,0.0,0.0,0,732
102,2015-01-01,2008-11-01,74,2008,246769.0,246769.0,1133.2918053359501,0.0368176286899207,360,286,Current,Current,none,0,0.0,0.0,0.0,0,81.58918,302453.1,87.289185,0.0,0.0,0,213
103,2015-01-01,2008-11-01,74,2008,364967.0,364967.0,2672.942417122587,0.03853725905307942,180,106,Current,Current,none,0,0.0,0.0,0.0,0,75.6742,482287.22,78.1742,0.0,0.0,0,887
104,2015-01-01,2000-02-01,179,2000,73548.0,73548.0,470.03101328487526,0.019036279709115967,180,1,Current,Current,none,0,0.0,0.0,0.0,0,52.81747,139249.38,53.717472,0.0,0.0,0,369
111,2015-01-01,2010-02-01,59,2010,330277.0,330277.0,1272.469044776748,0.023092148168414563,360,301,Current,Current,none,0,0.0,0.0,0.0,0,68.84678,479727.6,69.046776,0.0,0.0,0,156
113,2015-01-01,2013-12-01,13,2013,351217.0,351217.0,1374.7896599450562,0.024289340676845263,360,347,Current,Current,none,0,0.0,0.0,0.0,0,80.00739,438980.66,80.00739,0.0,0.0,0,962
115,2015-01-01,2013-04-01,21,2013,142229.0,142229.0,1016.7201564660974,0.034992822146422874,180,159,Current,Current,none,0,0.0,0.0,0.0,0,85.274284,166790.03,86.97428,0.0,0.0,0,968
117,2015-01-01,2000-04-01,177,2000,197307.0,197307.0,709.7103106636133,0.018,360,183,Current,Current,none,0,0.0,0.0,0.0,0,39.602165,498222.75,41.402164,0.0,0.0,0,764
119,2015-01-01,2012-09-01,28,2012,230123.0,230123.0,953.1652541476931,0.028620045286387424,360,332,Current,Current,none,0,0.0,0.0,0.0,0,68.07919,338022.5,68.2792,0.0,0.0,0,595
122,2015-01-01,2003-10-01,135,2003,368301.0,368301.0,1870.606052392712,0.04520455122460343,360,225,Current,Current,none,0,0.0,0.0,0.0,0,59.5132,618856.0,59.5132,0.0,0.0,0,708
124,2015-01-01,2012-12-01,25,2012,314416.0,314416.0,1347.0021781343733,0.0312570855494496,360,335,Current,Current,none,0,0.0,0.0,0.0,0,39.89565,788095.94,40.09565,0.0,0.0,0,911
130,2015-01-01,2008-03-01,82,2008,142061.0,142061.0,635.0549755598558,0.03463860545159117,360,278,Current,Current,none,0,0.0,0.0,0.0,0,80.19768,177138.55,80.397675,0.0,0.0,0,770
131,2015-01-01,2003-03-01,142,2003,263103.0,263103.0,1179.764859628355,0.03488521353704993,360,218,Current,Current,none,0,0.0,0.0,0.0,0,64.09781,410471.12,90.697815,0.0,0.0,0,977
132,2015-01-01,2000-08-01,173,2000,241203.0,241203.0,1360.6094896754196,0.0544100492551495,360,187,Current,Current,none,0,0.0,0.0,0.0,0,56.135563,429679.47,62.535564,0.0,0.0,0,221
135,2015-01-01,2001-09-01,160,2001,387788.0,387788.0,2667.596464202238,0.029441915504307404,180,20,Current,Current,none,0,0.0,0.0,0.0,0,56.2634,689236.7,56.5634,0.0,0.0,0,319
143,2015-01-01,2013-12-01,13,2013,143068.0,143068.0,907.5382738011106,0.018,180,167,Current,Current,none,0,0.0,0.0,0.0,0,67.934425,210597.2,69.034424,0.0,0.0,0,453
145,2015-01-01,2012-06-01,31,2012,269338.0,269338.0,1771.9368870771182,0.023100817905069248,180,149,Current,Current,none,0,0.0,0.0,0.0,0,67.17347,400958.88,70.57347,0.0,0.0,0,259
149,2015-01-01,2007-02-01,95,2007,246828.0,246828.0,1138.7634396731223,0.03719014213786783,360,265,Current,Current,none,0,0.0,0.0,0.0,0,95.71804,257869.89,98.518036,0.0,0.0,0,491
151,2015-01-01,2010-05-01,56,2010,175939.0,175939.0,1269.1787057215552,0.03631837156638219,180,124,Current,Current,none,0,0.0,0.0,0.0,0,70.848724,248330.52,72.94872,0.0,0.0,0,633
153,2015-01-01,2003-10-01,135,2003,340530.0,340530.0,1605.6307540392888,0.03897226771303962,360,225,Current,Current,none,0,0.0,0.0,0.0,0,73.20871,465149.6,73.90871,0.0,0.0,0,347
154,2015-01-01,2014-07-01,6,2014,358859.0,358859.0,2039.8467585369294,0.055101452627870584,360,354,30 DPD,Delinquent,none,0,0.0,0.0,0.0,1,83.042244,432140.3,84.542244,0.0,0.0,0,948
155,2015-01-01,2004-03-01,130,2004,237825.0,237825.0,1577.6585442901471,0.024272396993072265,180,50,Current,Current,none,0,0.0,0.0,0.0,0,56.42509,421488.03,56.42509,0.0,0.0,0,749
156,2015-01-01,2014-08-01,5,2014,484674.0,484674.0,3141.8454521050394,0.02102490700050047,180,175,Current,Current,none,0,0.0,0.0,0.0,0,82.695145,586097.3,102.59514,0.0,0.0,0,755
158,2015-01-01,2012-08-01,29,2012,137187.0,137187.0,967.1140422372957,0.03297104862732698,180,151,Current,Current,none,0,0.0,0.0,0.0,0,71.72513,191267.7,72.425125,0.0,0.0,0,298
159,2015-01-01,2014-08-01,5,2014,292493.0,292493.0,2008.7722053286027,0.029207422532169344,180,175,Current,Current,none,0,0.0,0.0,0.0,0,82.695145,353700.34,86.39514,0.0,0.0,0,744
162,2015-01-01,2008-05-01,80,2008,184223.0,184223.0,662.647359502617,0.018,360,280,Current,Current,none,0,0.0,0.0,0.0,0,75.9561,242538.78,77.9561,0.0,0.0,0,791
164,2015-01-01,2014-09-01,4,2014,228228.0,228228.0,820.9326824802725,0.018,360,356,Current,Current,none,0,0.0,0.0,0.0,0,71.526436,319082.03,74.82644,0.0,0.0,0,906
168,2015-01-01,2000-01-01,180,2000,140337.0,140337.0,929.9449908883342,0.024119295520497432,180,0,Current,Matured,matured,0,0.0,0.0,0.0,0,47.223724,297174.78,54.123726,0.0,0.0,0,318
170,2015-01-01,2012-12-01,25,2012,450274.0,450274.0,1619.6288039641158,0.018,360,335,Current,Current,none,0,0.0,0.0,0.0,0,52.79034,852947.75,53.19034,0.0,0.0,0,854
174,2015-01-01,2013-02-01,23,2013,137874.0,137874.0,495.9307037886898,0.018,360,337,Current,Current,none,0,0.0,0.0,0.0,0,51.518787,267618.88,52.318787,0.0,0.0,0,928
176,2015-01-01,2014-12-01,1,2014,164945.0,164945.0,610.8516872228078,0.020143321328525046,360,359,Current,Current,none,0,0.0,0.0,0.0,0,78.90192,209050.69,79.40192,0.0,0.0,0,435
177,2015-01-01,2007-09-01,88,2007,378097.0,378097.0,1548.779903357839,0.02776100809307756,360,272,Current,Current,none,0,0.0,0.0,0.0,0,71.87253,526066.06,72.17253,0.0,0.0,0,582
178,2015-01-01,2004-11-01,122,2004,420735.0,420735.0,2152.3258593426035,0.04581901340884205,360,238,Current,Current,none,0,0.0,0.0,0.0,0,90.57702,464505.25,91.17702,0.0,0.0,0,262
179,2015-01-01,2007-10-01,87,2007,440838.0,440838.0,2031.4729993382466,0.03709504957301972,360,273,Current,Current,none,0,0.0,0.0,0.0,0,73.90367,596503.56,75.803665,0.0,0.0,0,712
180,2015-01-01,2013-09-01,16,2013,411223.0,411223.0,1843.9119688364115,0.034883941900048905,360,344,Current,Current,none,0,0.0,0.0,0.0,0,89.22994,460857.66,91.52994,0.0,0.0,0,962
181,2015-01-01,2011-08-01,41,2011,179240.0,179240.0,701.302869225181,0.024256219650186664,360,319,Current,Current,none,0,0.0,0.0,0.0,0,61.667034,290657.72,62.267033,0.0,0.0,0,968
182,2015-01-01,2010-07-01,54,2010,401627.0,401627.0,1557.3548637681938,0.02357684577604295,360,306,Current,Current,none,0,0.0,0.0,0.0,0,71.902054,558575.1,72.20206,0.0,0.0,0,376
184,2015-01-01,2012-10-01,27,2012,244171.0,244171.0,1026.8317465145271,0.029802192928174806,360,333,Current,Current,none,0,0.0,0.0,0.0,0,52.740067,462970.6,61.240067,0.0,0.0,0,227
185,2015-01-01,2008-12-01,73,2008,162337.0,162337.0,922.4180805281119,0.05506738487498486,360,287,Current,Current,none,0,0.0,0.0,0.0,0,72.12826,225067.14,79.62826,0.0,0.0,0,626
186,2015-01-01,2010-05-01,56,2010,151358.0,151358.0,1096.67380557726,0.03696198977492327,180,124,Current,Current,none,0,0.0,0.0,0.0,0,61.561436,245864.95,61.561436,0.0,0.0,0,530
188,2015-01-01,2006-09-01,100,2006,187462.0,187462.0,907.6104923536946,0.041165177791483314,360,260,Current,Current,none,0,0.0,0.0,0.0,0,101.5006,184690.53,110.900604,0.0,0.0,0,754
189,2015-01-01,2014-06-01,7,2014,201552.0,201552.0,965.2685594920779,0.040260421382009526,360,353,Current,Current,none,0,0.0,0.0,0.0,0,87.582085,230129.27,87.68208,0.0,0.0,0,544
194,2015-01-01,2004-05-01,128,2004,757817.0,757817.0,3145.65038396665,0.02878763453505592,360,232,Current,Current,none,0,0.0,0.0,0.0,0,69.15697,1.0957928e+06,71.45696,0.0,0.0,0,393
195,2015-01-01,2004-10-01,123,2004,224125.0,224125.0,904.105269717505,0.02658166629710285,360,237,Current,Current,none,0,0.0,0.0,0.0,0,77.66477,288580.0,79.06477,0.0,0.0,0,433
196,2015-01-01,2006-01-01,108,2006,468107.0,468107.0,1844.3269625282646,0.02478363195506325,360,252,Current,Current,none,0,0.0,0.0,0.0,0,62.875885,744493.7,62.875885,0.0,0.0,0,270
200,2015-01-01,2014-05-01,8,2014,429224.0,429224.0,2454.3094508881,0.055638505790143,360,352,Current,Current,none,0,0.0,0.0,0.0,0,71.620186,599305.9,72.22019,0.0,0.0,0,533
205,2015-01-01,2007-11-01,86,2007,340387.0,340387.0,2371.3663881030925,0.031262076024029334,180,94,Current,Current,none,0,0.0,0.0,0.0,0,71.75879,474348.84,72.15879,0.0,0.0,0,977
208,2015-01-01,2007-09-01,88,2007,168353.0,168353.0,778.9786131216443,0.03742771474565524,360,272,Current,Current,none,0,0.0,0.0,0.0,0,83.72557,201077.16,91.92557,0.0,0.0,0,481
211,2015-01-01,2003-09-01,136,2003,412619.0,412619.0,1668.4280861158666,0.02676353024576428,360,224,Current,Current,none,0,0.0,0.0,0.0,0,58.135464,709754.4,61.635464,0.0,0.0,0,479
214,2015-01-01,2010-04-01,57,2010,134540.0,134540.0,483.9383559462286,0.018,360,303,Current,Current,none,0,0.0,0.0,0.0,0,77.759026,173021.72,87.859024,0.0,0.0,0,393
215,2015-01-01,2013-05-01,20,2013,93826.0,93826.0,653.1798908780152,0.031157222106749625,180,160,Current,Current,none,0,0.0,0.0,0.0,0,76.35531,122880.79,76.45531,0.0,0.0,0,516
220,2015-01-01,2004-07-01,126,2004,148643.0,148643.0,1194.668095989584,0.05246930907240965,180,54,Current,Current,none,0,0.0,0.0,0.0,0,68.273964,217715.5,71.47396,0.0,0.0,0,934
222,2015-01-01,2004-05-01,128,2004,125533.0,125533.0,845.4176816291624,0.026413275414825122,180,52,Current,Current,none,0,0.0,0.0,0.0,0,47.383675,264928.78,47.383675,0.0,0.0,0,782
223,2015-01-01,2008-10-01,75,2008,126774.0,126774.0,551.4084224358851,0.032453996017111575,360,285,Current,Current,none,0,0.0,0.0,0.0,0,57.544224,220307.1,57.74422,0.0,0.0,0,805
225,2015-01-01,2014-04-01,9,2014,109226.0,109226.0,583.0215609504982,0.04950089274321356,360,351,Current,Current,none,0,0.0,0.0,0.0,0,62.346596,175191.61,73.64659,0.0,0.0,0,351
226,2015-01-01,2014-10-01,3,2014,294098.0,294098.0,1285.0686730532077,0.03281782011809724,360,357,Current,Current,none,0,0.0,0.0,0.0,0,62.750404,468679.03,68.3504,0.0,0.0,0,419
227,2015-01-01,2000-12-01,169,2000,255968.0,255968.0,1092.8669402660867,0.03098860644814104,360,191,Current,Current,none,0,0.0,0.0,0.0,0,52.815464,484645.94,54.815464,0.0,0.0,0,939
229,2015-01-01,2011-06-01,43,2011,122145.0,122145.0,439.35372741974203,0.018,360,317,Current,Current,none,0,0.0,0.0,0.0,0,58.661774,208219.06,58.961773,0.0,0.0,0,139
231,2015-01-01,2010-01-01,60,2010,291068.0,291068.0,1050.0511270393004,0.01821515006593319,360,300,Current,Current,none,0,0.0,0.0,0.0,0,70.04597,415538.56,70.34596,0.0,0.0,0,607
232,2015-01-01,2003-05-01,140,2003,427401.0,427401.0,1672.0068326517608,0.024244341241410845,360,220,Current,Current,none,0,0.0,0.0,0.0,0,60.593754,705354.9,65.39375,0.0,0.0,0,193
233,2015-01-01,2008-04-01,81,2008,232504.0,232504.0,999.5891685908649,0.03153422153735208,360,279,Current,Current,none,0,0.0,0.0,0.0,0,76.19456,305145.16,80.99456,0.0,0.0,0,674
236,2015-01-01,2000-09-01,172,2000,302039.0,302039.0,1313.8901072037909,0.032463637410455125,360,188,Current,Current,none,0,0.0,0.0,0.0,0,46.79147,645500.1,55.39147,0.0,0.0,0,546
237,2015-01-01,2009-05-01,68,2009,89775.0,89775.0,602.2048124222521,0.025849057628578073,180,112,Current,Current,none,0,0.0,0.0,0.0,0,71.0391,126374.06,80.5391,0.0,0.0,0,574
238,2015-01-01,2003-01-01,144,2003,1059449.0,1.059449e+06,7000.299085600379,0.06932106283035935,360,216,Current,Current,none,0,0.0,0.0,0.0,0,49.22431,2.152288e+06,50.72431,0.0,0.0,0,435
239,2015-01-01,2008-07-01,78,2008,367351.0,367351.0,1894.951244673372,0.04653425529143426,360,282,30 DPD,Delinquent,none,0,0.0,0.0,0.0,1,90.416275,406288.6,104.01627,0.0,0.0,0,463
246,2015-01-01,2003-05-01,140,2003,522114.0,522114.0,2233.733683024705,0.031148777287744095,360,220,Current,Current,none,0,0.0,0.0,0.0,0,61.545486,848338.4,62.14549,0.0,0.0,0,371
248,2015-01-01,2010-12-01,49,2010,93932.0,93932.0,432.7841548134193,0.03708112962438268,360,311,Current,Current,none,0,0.0,0.0,0.0,0,55.155834,170302.92,55.955833,0.0,0.0,0,238
249,2015-01-01,2012-06-01,31,2012,250391.0,250391.0,1128.1812879290844,0.03527261391665542,360,329,Current,Current,none,0,0.0,0.0,0.0,0,79.48861,315002.38,81.48861,0.0,0.0,0,163
250,2015-01-01,2005-06-01,115,2005,695083.0,695083.0,6039.373329349309,0.06459287678829788,180,65,Current,Current,none,0,0.0,0.0,0.0,0,88.993935,781045.4,102.79394,0.0,0.0,0,359
252,2015-01-01,2014-02-01,11,2014,208082.0,208082.0,1033.8530240253874,0.04333641812669461,360,349,Current,Current,none,0,0.0,0.0,0.0,0,43.757515,475534.3,43.857517,0.0,0.0,0,227
254,2015-01-01,2009-02-01,71,2009,653570.0,653570.0,2350.8814575276992,0.018,360,289,Current,Current,none,0,0.0,0.0,0.0,0,50.794895,1.2866845e+06,75.3949,0.0,0.0,0,270
255,2015-01-01,2014-07-01,6,2014,565263.0,565263.0,3585.6921692037154,0.018,180,174,Current,Current,none,0,0.0,0.0,0.0,0,43.53183,1.298505e+06,43.63183,0.0,0.0,0,481
256,2015-01-01,2003-10-01,135,2003,210893.0,210893.0,940.6948460039033,0.03446311982615539,360,225,Current,Current,none,0,0.0,0.0,0.0,0,46.896732,449696.56,55.796734,0.0,0.0,0,870
258,2015-01-01,2001-05-01,164,2001,602064.0,602064.0,3133.3677130021006,0.04729919309863735,360,196,Current,Current,none,0,0.0,0.0,0.0,0,54.80841,1.0984882e+06,87.20841,0.0,0.0,0,153
260,2015-01-01,2006-09-01,100,2006,234534.0,234534.0,884.9332765648343,0.02152964325737622,360,260,Current,Current,none,0,0.0,0.0,0.0,0,79.56052,294786.94,82.660515,0.0,0.0,0,441
264,2015-01-01,2007-08-01,89,2007,126958.0,126958.0,669.6578033796928,0.048462416885387626,360,271,30 DPD,Delinquent,none,0,0.0,0.0,0.0,1,93.89559,135211.89,99.695595,0.0,0.0,0,347
267,2015-01-01,2002-02-01,155,2002,460656.0,460656.0,2320.277601866348,0.04449512319421603,360,205,Current,Current,none,0,0.0,0.0,0.0,0,59.71397,771437.56,61.11397,0.0,0.0,0,794
268,2015-01-01,2006-02-01,107,2006,149618.0,149618.0,783.5023177873743,0.04783500258878817,360,253,Current,Current,none,0,0.0,0.0,0.0,0,100.669,148623.7,102.269,0.0,0.0,0,509
270,2015-01-01,2003-09-01,136,2003,323486.0,323486.0,1171.7646349519066,0.018513512718326196,360,224,Current,Current,none,0,0.0,0.0,0.0,0,71.08194,455088.88,71.281944,0.0,0.0,0,666
272,2015-01-01,2011-08-01,41,2011,228131.0,228131.0,953.4564865724668,0.029319448404731285,360,319,Current,Current,none,0,0.0,0.0,0.0,0,76.42277,298511.8,83.12277,0.0,0.0,0,321
276,2015-01-01,2007-06-01,91,2007,782186.0,782186.0,3501.499497545904,0.034750947753775706,360,269,Current,Current,none,0,0.0,0.0,0.0,0,71.75027,1.0901506e+06,92.65027,0.0,0.0,0,410
278,2015-01-01,2008-10-01,75,2008,733631.0,733631.0,4859.308094091791,0.024058028707542672,180,105,Current,Current,none,0,0.0,0.0,0.0,0,77.84268,942453.4,81.04269,0.0,0.0,0,736
